"age","workclass","fnlwgt","education","education_cat","marital_status","occupation","relationship","race","gender","capital_gain","capital_loss","hour_per_week","native_country","class"
"7916",33," Private",231826," 7th-8th",4," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," Mexico"," <=50K"
"7230",41," Private",173370," Bachelors",13," Separated"," Sales"," Unmarried"," White"," Female",0,0,30," United-States"," <=50K"
"28384",50," Private",462966," 10th",6," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,8," El-Salvador"," <=50K"
"14760",37," Private",170563," Assoc-voc",11," Separated"," Prof-specialty"," Unmarried"," White"," Female",0,0,32," United-States"," <=50K"
"20612",27," Self-emp-not-inc",153546," Bachelors",13," Never-married"," Prof-specialty"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
"27161",30," Private",114912," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",3103,0,60," United-States"," >50K"
"18072",17," Private",193769," 9th",5," Never-married"," Other-service"," Unmarried"," White"," Male",0,0,20," United-States"," <=50K"
"7794",21," State-gov",38251," Some-college",10," Never-married"," Tech-support"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"
"27271",40," Private",111020," HS-grad",9," Separated"," Machine-op-inspct"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
"21118",18," Private",452452," 10th",6," Never-married"," Priv-house-serv"," Own-child"," Black"," Female",0,0,20," United-States"," <=50K"
"1301",29," Federal-gov",301010," Some-college",10," Never-married"," Armed-Forces"," Not-in-family"," Black"," Male",0,0,60," United-States"," <=50K"
"18799",21," Private",205838," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Male",0,0,37," United-States"," <=50K"
"25303",53," Private",97005," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,46," United-States"," >50K"
"3534",63," Private",230823," 12th",8," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," Cuba"," <=50K"
"28247",47," Self-emp-not-inc",180446," Some-college",10," Married-civ-spouse"," Tech-support"," Husband"," Black"," Male",0,0,40," United-States"," >50K"
"1212",37," Private",203070," Some-college",10," Separated"," Adm-clerical"," Own-child"," White"," Male",0,0,62," United-States"," <=50K"
"5062",22," Private",216181," 11th",7," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,45," United-States"," <=50K"
"687",66," ?",149422," 7th-8th",4," Never-married"," ?"," Not-in-family"," White"," Male",0,0,4," United-States"," <=50K"
"11568",56," Private",301835," 5th-6th",3," Separated"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
"21041",30," Private",159187," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,1902,55," United-States"," >50K"
"19453",36," Private",198587," Bachelors",13," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
"14421",51," State-gov",454063," Doctorate",16," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7298,0,40," United-States"," >50K"
"30234",74," Self-emp-not-inc",109101," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,4," United-States"," <=50K"
"28709",19," Private",55284," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," White"," Female",0,0,25," United-States"," <=50K"
"16618",40," State-gov",391736," Assoc-voc",11," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
"21263",18," Private",142647," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"
"8406",28," Private",499001," HS-grad",9," Never-married"," Craft-repair"," Unmarried"," White"," Male",0,0,40," Mexico"," <=50K"
"23793",40," Federal-gov",75313," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",7688,0,66," United-States"," >50K"
"18661",56," Private",116143," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",5178,0,44," United-States"," >50K"
"26956",33," Private",199170," Some-college",10," Never-married"," Craft-repair"," Not-in-family"," Black"," Male",0,0,40," United-States"," <=50K"
"11747",44," Self-emp-not-inc",98106," Some-college",10," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
"9142",19," ?",180976," 10th",6," Never-married"," ?"," Unmarried"," White"," Female",0,0,35," United-States"," <=50K"
"21697",37," Federal-gov",329088," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," Black"," Male",0,0,40," United-States"," <=50K"
"20608",31," Private",172304," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States"," >50K"
"12907",59," Self-emp-not-inc",201263," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",15024,0,55," United-States"," >50K"
"23943",43," Private",180096," Assoc-voc",11," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States"," >50K"
"9061",24," Private",161092," Some-college",10," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",7298,0,40," United-States"," >50K"
"27114",57," Self-emp-not-inc",27385," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,10," United-States"," <=50K"
"18672",45," Private",274689," 10th",6," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,60," United-States"," <=50K"
"23040",22," Private",412156," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
"21260",28," Private",46868," Masters",14," Never-married"," Tech-support"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
"30328",21," Private",191497," Some-college",10," Never-married"," Sales"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"
"32539",38," Private",139180," Bachelors",13," Divorced"," Prof-specialty"," Unmarried"," Black"," Female",15020,0,45," United-States"," >50K"
"5710",37," Federal-gov",129573," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,72," ?"," >50K"
"17728",27," Local-gov",199471," Assoc-voc",11," Never-married"," Tech-support"," Own-child"," White"," Female",0,0,38," United-States"," <=50K"
"22739",25," Private",404616," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"
"7006",26," State-gov",208122," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,15," United-States"," <=50K"
"20496",22," Private",297380," HS-grad",9," Never-married"," Sales"," Own-child"," Black"," Female",0,0,40," United-States"," <=50K"
"2734",49," Self-emp-inc",109705," Some-college",10," Divorced"," Exec-managerial"," Unmarried"," White"," Female",0,0,32," United-States"," <=50K"
"21843",67," Self-emp-not-inc",107138," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
"27995",42," Self-emp-not-inc",178780," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States"," >50K"
"19679",41," Private",70092," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,38," United-States"," <=50K"
"19777",20," Private",493443," 11th",7," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
"12446",46," Private",273629," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"
"4088",36," Private",347491," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States"," >50K"
"13907",25," Private",242729," Bachelors",13," Never-married"," Sales"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"
"2778",27," Self-emp-not-inc",300777," HS-grad",9," Divorced"," Transport-moving"," Not-in-family"," White"," Male",0,0,70," United-States"," <=50K"
"22341",51," Private",100933," HS-grad",9," Never-married"," Exec-managerial"," Other-relative"," White"," Female",0,0,40," United-States"," <=50K"
"10853",34," Private",154548," Some-college",10," Never-married"," Adm-clerical"," Unmarried"," White"," Female",0,0,38," United-States"," <=50K"
"16832",37," Private",99270," HS-grad",9," Never-married"," Transport-moving"," Other-relative"," White"," Female",0,0,40," United-States"," <=50K"
"11347",50," ?",260579," HS-grad",9," Married-civ-spouse"," ?"," Husband"," Black"," Male",0,0,40," United-States"," <=50K"
"6021",57," Self-emp-not-inc",190554," 10th",6," Divorced"," Exec-managerial"," Own-child"," White"," Male",0,0,60," United-States"," >50K"
"15856",30," Private",174543," Assoc-acdm",12," Never-married"," Prof-specialty"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
"30605",44," Self-emp-not-inc",47818," HS-grad",9," Divorced"," Exec-managerial"," Unmarried"," White"," Female",0,0,60," United-States"," <=50K"
"25541",39," Private",134367," Masters",14," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,1977,24," United-States"," >50K"
"2772",41," Private",255044," Bachelors",13," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,0,55," United-States"," <=50K"
"1880",30," Private",399088," Some-college",10," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,45," United-States"," <=50K"
"4940",28," State-gov",286310," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
"27711",52," Private",317032," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States"," >50K"
"13105",64," Private",169604," 11th",7," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
"31916",38," Self-emp-not-inc",175732," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," Amer-Indian-Eskimo"," Male",0,0,15," United-States"," <=50K"
"1069",30," Private",181651," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
"13871",56," Private",257555," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
"1352",32," Self-emp-inc",199765," Bachelors",13," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",7688,0,50," United-States"," >50K"
"30968",21," Private",156980," HS-grad",9," Never-married"," Machine-op-inspct"," Own-child"," White"," Male",0,0,60," United-States"," <=50K"
"25609",36," Private",187983," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,40," United-States"," <=50K"
"5800",20," Private",130840," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,20," United-States"," <=50K"
"8353",17," Private",114420," 11th",7," Never-married"," Sales"," Own-child"," White"," Female",0,0,30," United-States"," <=50K"
"25615",59," Private",365390," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
"949",43," Private",250802," Some-college",10," Divorced"," Craft-repair"," Unmarried"," White"," Male",0,0,35," United-States"," <=50K"
"23161",40," Private",291808," HS-grad",9," Divorced"," Protective-serv"," Not-in-family"," Black"," Female",0,0,40," United-States"," <=50K"
"13472",22," Private",189924," Some-college",10," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,50," United-States"," <=50K"
"2372",61," Local-gov",192060," Bachelors",13," Separated"," Prof-specialty"," Not-in-family"," White"," Male",0,0,30," ?"," <=50K"
"26842",25," Private",299908," Some-college",10," Married-civ-spouse"," Exec-managerial"," Wife"," Black"," Female",0,0,40," United-States"," >50K"
"5595",66," Private",142501," HS-grad",9," Never-married"," Other-service"," Other-relative"," Black"," Female",0,0,3," United-States"," <=50K"
"22084",38," Private",149018," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
"12774",24," Private",132327," Some-college",10," Married-spouse-absent"," Sales"," Unmarried"," Other"," Female",0,0,30," Ecuador"," <=50K"
"19846",25," State-gov",104097," Masters",14," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
"5548",43," Private",111483," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",7298,0,40," United-States"," >50K"
"26096",41," Private",165798," 5th-6th",3," Divorced"," Other-service"," Unmarried"," White"," Female",0,0,40," Puerto-Rico"," <=50K"
"1447",45," Self-emp-not-inc",256866," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",5013,0,40," United-States"," <=50K"
"6517",40," Private",175686," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
"7748",22," Private",210165," Some-college",10," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,50," United-States"," <=50K"
"22703",36," Federal-gov",54159," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States"," <=50K"
"11421",19," Private",100009," Some-college",10," Never-married"," Sales"," Own-child"," White"," Female",0,0,15," United-States"," <=50K"
"8243",29," Private",263831," Bachelors",13," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
"2297",22," Self-emp-not-inc",199011," HS-grad",9," Never-married"," Craft-repair"," Other-relative"," White"," Male",0,0,20," United-States"," <=50K"
"14803",48," Private",160220," Assoc-voc",11," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," >50K"
"13357",42," Private",137907," HS-grad",9," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,35," United-States"," <=50K"
"29189",48," Private",121253," Bachelors",13," Married-spouse-absent"," Sales"," Unmarried"," White"," Female",0,2472,70," United-States"," >50K"
"4205",33," Self-emp-not-inc",155343," Some-college",10," Never-married"," Farming-fishing"," Not-in-family"," White"," Male",0,0,72," United-States"," <=50K"
"24668",17," Private",153021," 12th",8," Never-married"," Sales"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"
"874",51," Self-emp-not-inc",160724," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," Asian-Pac-Islander"," Male",0,2415,40," China"," >50K"
"23037",38," Self-emp-not-inc",133299," Assoc-acdm",12," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
"6765",37," Private",230035," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,46," United-States"," >50K"
"3960",39," Private",153976," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,52," United-States"," >50K"
"5638",19," Private",63363," Some-college",10," Never-married"," Sales"," Own-child"," White"," Female",0,0,30," United-States"," <=50K"
"6385",35," Private",38948," Some-college",10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"
"30158",56," Private",158752," Masters",14," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,50," United-States"," <=50K"
"29245",38," Private",60313," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
"9169",38," Private",127601," Some-college",10," Widowed"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," United-States"," >50K"
"4056",50," Self-emp-inc",156623," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male",7688,0,50," Philippines"," >50K"
"19547",28," ?",113635," 11th",7," Never-married"," ?"," Not-in-family"," White"," Male",0,0,30," United-States"," <=50K"
"17297",31," Private",651396," HS-grad",9," Never-married"," Sales"," Own-child"," White"," Female",0,1594,30," United-States"," <=50K"
"10175",18," Private",83492," 7th-8th",4," Never-married"," Machine-op-inspct"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
"31143",53," Private",111939," Bachelors",13," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,35," United-States"," <=50K"
"29877",19," Private",311974," 1st-4th",2," Never-married"," Machine-op-inspct"," Other-relative"," White"," Male",0,0,40," Mexico"," <=50K"
"25009",46," Private",165937," Assoc-voc",11," Divorced"," Machine-op-inspct"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"
"4052",29," Self-emp-not-inc",227890," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," Black"," Male",0,0,40," United-States"," <=50K"
"25484",32," Self-emp-not-inc",92531," HS-grad",9," Divorced"," Craft-repair"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"
"1985",60," Self-emp-inc",197553," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7688,0,50," United-States"," >50K"
"12867",50," Private",231495," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
"20107",52," Private",38795," HS-grad",9," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," >50K"
"6085",32," Private",271276," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,80," United-States"," >50K"
"27862",55," Private",125000," Prof-school",15," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," United-States"," >50K"
"11213",33," Private",202046," Bachelors",13," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,2001,40," United-States"," <=50K"
"18511",21," Private",34616," Some-college",10," Never-married"," Sales"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"
"5424",33," State-gov",913447," Some-college",10," Divorced"," Other-service"," Unmarried"," Black"," Female",0,0,40," United-States"," <=50K"
"19484",53," Private",95469," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,1902,40," United-States"," >50K"
"21714",35," Local-gov",38948," Some-college",10," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
"32188",18," Private",119655," 12th",8," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,12," United-States"," <=50K"
"25674",30," Local-gov",154950," Bachelors",13," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,72," United-States"," >50K"
"24583",30," Private",85708," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
"29058",33," Private",79923," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,45," United-States"," >50K"
"19706",41," Self-emp-not-inc",32533," Assoc-voc",11," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,45," United-States"," <=50K"
"18996",46," Private",171095," Assoc-acdm",12," Divorced"," Sales"," Unmarried"," White"," Female",0,0,38," United-States"," <=50K"
"1334",57," Private",265099," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,60," United-States"," <=50K"
"5639",25," Private",190107," Bachelors",13," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
"963",32," Private",288273," Bachelors",13," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,70," Mexico"," <=50K"
"25031",43," Private",239161," Some-college",10," Married-civ-spouse"," Sales"," Husband"," Amer-Indian-Eskimo"," Male",0,0,40," United-States"," <=50K"
"12541",50," Private",27484," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States"," >50K"
"24143",47," Private",266860," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,65," United-States"," >50K"
"4481",30," Private",302149," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," Asian-Pac-Islander"," Male",0,0,40," India"," <=50K"
"11990",43," Private",118536," HS-grad",9," Divorced"," Machine-op-inspct"," Other-relative"," Black"," Male",0,0,40," United-States"," <=50K"
"31686",60," Private",389254," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
"1762",65," ?",266081," HS-grad",9," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
"9758",29," Private",86613," 1st-4th",2," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,20," El-Salvador"," <=50K"
"30713",27," Local-gov",255237," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
"24824",44," Local-gov",56651," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,52," United-States"," <=50K"
"25713",52," Federal-gov",125796," HS-grad",9," Never-married"," Adm-clerical"," Not-in-family"," Black"," Male",0,0,40," United-States"," <=50K"
"28148",46," Private",105327," HS-grad",9," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
"11340",19," Private",459248," HS-grad",9," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,30," United-States"," <=50K"
"28075",29," Private",144784," HS-grad",9," Never-married"," Other-service"," Not-in-family"," Black"," Female",0,0,40," United-States"," <=50K"
"20793",26," Private",259585," Some-college",10," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,24," United-States"," <=50K"
"12462",36," Private",111499," Masters",14," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",14084,0,40," United-States"," >50K"
"11556",29," Private",351871," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,50," United-States"," >50K"
"6218",55," Self-emp-inc",138594," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1977,45," United-States"," >50K"
"22219",46," Private",160474," HS-grad",9," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,1590,43," United-States"," <=50K"
"13142",28," Self-emp-not-inc",107236," 12th",8," Married-civ-spouse"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
"13385",63," ?",46907," Bachelors",13," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,8," United-States"," >50K"
"2458",39," Private",105813," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
"10781",55," Local-gov",212448," HS-grad",9," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
"26421",43," Private",191982," Assoc-voc",11," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,55," United-States"," <=50K"
"16073",41," Private",104196," Some-college",10," Divorced"," Transport-moving"," Not-in-family"," White"," Male",0,0,60," United-States"," <=50K"
"911",27," Private",93235," HS-grad",9," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,30," United-States"," <=50K"
"32400",42," Private",161510," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",7298,0,40," United-States"," >50K"
"3348",36," Private",252327," 5th-6th",3," Married-spouse-absent"," Craft-repair"," Other-relative"," White"," Male",0,0,40," Mexico"," <=50K"
"30751",25," Private",122999," HS-grad",9," Never-married"," Craft-repair"," Other-relative"," White"," Male",0,0,40," United-States"," <=50K"
"21238",37," Private",305259," Assoc-acdm",12," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,0,48," United-States"," <=50K"
"11099",30," Local-gov",319280," HS-grad",9," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," United-States"," >50K"
"31743",44," Private",201723," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,45," United-States"," >50K"
"31776",61," ?",101602," Doctorate",16," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,25," United-States"," >50K"
"23831",45," Self-emp-not-inc",106110," Some-college",10," Married-civ-spouse"," Other-service"," Wife"," White"," Female",0,0,99," United-States"," <=50K"
"32187",52," Self-emp-not-inc",283079," HS-grad",9," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,50," United-States"," <=50K"
"5077",32," Federal-gov",128714," HS-grad",9," Never-married"," Other-service"," Own-child"," Black"," Female",0,0,32," United-States"," <=50K"
"29704",34," Private",199227," HS-grad",9," Divorced"," Transport-moving"," Not-in-family"," White"," Male",0,0,50," United-States"," <=50K"
"1588",28," Self-emp-not-inc",125442," HS-grad",9," Divorced"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
"2574",56," Private",117881," 11th",7," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
"24832",24," Private",321666," Assoc-acdm",12," Never-married"," Machine-op-inspct"," Own-child"," White"," Male",0,0,20," United-States"," <=50K"
"12419",31," Private",297188," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,60," United-States"," <=50K"
"21169",43," Private",51506," 12th",8," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
"21719",22," Private",153805," HS-grad",9," Never-married"," Other-service"," Unmarried"," Other"," Male",0,0,20," Puerto-Rico"," <=50K"
"29133",50," Self-emp-not-inc",334273," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,8," United-States"," <=50K"
"28350",65," Self-emp-inc",184965," Doctorate",16," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",99999,0,40," United-States"," >50K"
"4183",67," Private",288371," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," Canada"," >50K"
"19616",63," Private",137843," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",7298,0,48," United-States"," >50K"
"978",40," State-gov",188693," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,35," United-States"," >50K"
"14587",46," Local-gov",316205," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," Black"," Male",0,0,40," United-States"," >50K"
"23342",46," Private",345073," HS-grad",9," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",0,0,48," United-States"," >50K"
"11185",41," State-gov",75409," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,40," United-States"," >50K"
"27970",42," Private",100800," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
"19486",46," Federal-gov",46537," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
"12764",20," Private",282579," Some-college",10," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
"24734",23," Private",210797," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
"23731",44," Private",159580," 12th",8," Divorced"," Transport-moving"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
"12594",36," Self-emp-not-inc",207202," 10th",6," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,60," United-States"," <=50K"
"9714",24," Private",359828," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,44," United-States"," >50K"
"16662",26," Private",166666," Some-college",10," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,35," United-States"," <=50K"
"31824",58," Local-gov",294313," Some-college",10," Married-civ-spouse"," Adm-clerical"," Wife"," Black"," Female",0,0,55," United-States"," <=50K"
"17275",41," Private",185057," Assoc-voc",11," Never-married"," Craft-repair"," Not-in-family"," White"," Female",0,0,40," ?"," <=50K"
"19021",29," Private",232666," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
"22616",26," Private",270151," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
"20427",24," Private",210029," HS-grad",9," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,2001,37," United-States"," <=50K"
"25555",51," Private",289572," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",7688,0,50," United-States"," >50K"
"2792",55," Private",92215," HS-grad",9," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
"17981",36," Private",199947," Some-college",10," Divorced"," Machine-op-inspct"," Own-child"," White"," Female",0,0,30," United-States"," <=50K"
"7101",57," ?",208311," Bachelors",13," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,80," United-States"," >50K"
"13844",45," ?",112453," HS-grad",9," Separated"," ?"," Not-in-family"," Asian-Pac-Islander"," Male",0,0,4," United-States"," <=50K"
